f,ZN4L,PN4l,Perror,Zerror
3,16295.2259024816,-11.463856439209,9.17585255601688,36.8449872135739
4,15674.3765723262,-11.7821822375533,8.76830134828259,36.6840552149774
5,15214.130651582,-11.9174359414674,8.63756649444436,36.143982334987
6,14853.9993350513,-11.9640735783051,8.4421663604913,36.3929020480154
7,14562.5502087453,-11.9743201168648,7.98314987471862,36.1967950962018
8,14320.8285333774,-11.9572357111148,7.82656206493266,36.6910531590228
9,14114.7375957878,-11.927407296009,7.89768558021532,36.7004092957712
10,13932.739446716,-11.8914360413653,7.41232153709335,37.0975887690923
15,13279.2254191994,-11.6778241404854,6.62105952300617,35.5188097593069
20,12847.5580068091,-11.4827589128049,5.8186778095328,36.4264280437043
25,12523.6056565831,-11.2884225508537,5.77793389879489,35.9520786236585
30,12270.2961255017,-11.1085230822513,4.64777801341302,35.9050708426218
35,12063.2887931001,-10.9401414465611,4.66944630739744,35.3756070290811
40,11887.6539764652,-10.7837038291888,4.10218851785798,35.6436331159691
45,11737.3851491469,-10.6367236640616,3.72642750995291,34.660331324748
50,11608.0419060173,-10.4968078945285,3.51516568703801,34.742065694366
55,11495.056742927,-10.3885719162377,3.43675330850475,34.0621593109137
60,11394.3142097905,-10.2754430060763,3.4606225748253,33.7254851593942
65,11304.730086343,-10.1726116380881,2.6955980728028,32.9572361293664
70,11224.0453574427,-10.0797805704968,2.88706386265488,33.1334650306997
75,11150.7037461527,-9.99569965183933,2.24832218539736,32.470960161774
80,11084.4550199814,-9.92293587375736,2.56625174145781,31.7742240186774
85,11023.1345968016,-9.85703986160009,2.02423906595822,31.1152222641232
90,10967.2631174181,-9.80019198743119,2.43691716480836,31.4299147545431
95,10915.5182169059,-9.74857582251086,1.97442038594322,30.8616958752439
100,10867.8326636096,-9.70235003105008,1.54430665988752,30.7384295712458
150,10524.322988265,-9.55097363679112,1.18129202613482,25.138522292035
200,10308.6522033516,-9.75952782651546,1.05399038796023,23.9717317077496
250,10149.8192067318,-10.1638098759582,0.490838365856886,20.6990282348221
300,10017.6091078642,-10.6735085015524,0.575078416854672,19.5203714059846
350,9900.6934750154,-11.2465529746455,0.411016411305802,16.9523317850694
400,9792.8568802098,-11.8436967840114,0.437634091195643,16.1579346289485
450,9691.35254264145,-12.4514348906407,0.323510495604194,14.8692492624475
500,9593.67319594789,-13.0652207003277,0.246758415305252,14.2762280340272
550,9498.49226485384,-13.6745590248924,0.299966184730915,12.9770840994731
600,9405.96989866716,-14.2732667044825,0.169784709489955,13.1243025389148
650,9315.95929223391,-14.85785583375,0.171311313556398,11.8311541949206
700,9228.68008892211,-15.4242589227452,0.0940555836639454,11.8272062980935
750,9142.82757517591,-15.9782728558443,0.140302057218459,10.5034684974127
800,9058.33470082655,-16.5185228169233,0.0920114027778845,10.4036107584792
850,8977.278749198,-17.0348081084194,0.081079683513823,10.1839016757811
900,8895.68809760812,-17.5463771539597,-0.0484718252771773,9.95292155546527
950,8817.7821216569,-18.0333442030421,0.0882548644265343,9.61188442657086
1000,8739.67003198114,-18.5130225592181,0.110645275459502,9.7932282717137
1500,8048.37437946502,-22.5779877733493,-0.268695509370905,7.87487260245563
2000,7478.31754853368,-25.6760209188961,-0.557377393990135,7.69597799105193
2500,7001.37624931253,-28.1283742484792,-0.694488468495726,6.14459347423044
3000,6596.94540698039,-30.1305716621499,-0.804229681262417,6.07546276478206
3500,6247.61180177515,-31.8032754374383,-0.838531584340169,5.35566042808684
4000,5943.16584099957,-33.2302401161459,-0.788033856927576,5.50775471302315
4500,5674.3699385863,-34.4643515072501,-1.15660526409124,5.11935211338291
5000,5434.77929334185,-35.5408738410089,-1.01606162233311,5.17959645349192
5500,5219.84758624752,-36.4913837469861,-1.1523787382405,5.183096810195
6000,5025.43006241939,-37.3354433371441,-1.28486391768676,5.18393023933519
6500,4848.44767493498,-38.0924342356522,-1.26952643798196,4.9680055203219
7000,4686.25479802183,-38.7783900302677,-1.3602589855993,5.10178485678117
7500,4538.07559105854,-39.3906196304033,-1.58490989183119,4.79966968822204
8000,4400.90730585795,-39.950360842279,-1.56996476726692,5.13227114611966
8500,4273.52271876652,-40.4630061317933,-1.55556166676159,5.09849941715599
9000,4155.80700839212,-40.9273978567192,-2.02591196939286,4.95364465587779
9500,4045.17007343286,-41.361016641694,-2.09706699662068,4.9829931878812
10000,3942.49321650129,-41.7513002670061,-2.21957981138567,4.91314103725559
12500,3512.29615241235,-43.3163793979315,-2.21233757678106,3.96242581163987
15000,3184.64723007685,-44.4009838860712,-2.36612611944872,4.28140036479593
17500,2925.30234090627,-45.1614605670101,-2.55350218160991,3.90036226661994
20000,2713.46906364837,-45.7090441382021,-2.82040939316007,3.95773784446781
22500,2538.1550086844,-46.0829934002758,-2.83059904023902,3.65209218432795
25000,2389.40071014909,-46.3414962379001,-2.95468606630241,3.75796290426175
27500,2261.03909586333,-46.5114564855378,-3.49223966454761,3.4646442130636
30000,2150.23377349348,-46.6031061933102,-3.24458797766746,3.43991275315525
32500,2052.88486080298,-46.6347663889449,-3.26930849744633,3.29103479611026
35000,1966.113976142,-46.6276976066415,-3.24935505434737,3.49083847195935
37500,1888.07611852953,-46.592344885911,-3.27973437419978,3.41761053196646
40000,1818.47932996959,-46.513173229204,-3.38308327273845,3.46820721358819
42500,1754.5457346633,-46.4227845455664,-3.73055338732803,3.49566395349154
45000,1697.63844238845,-46.3018090815312,-3.67342986907222,3.45949567264346
47500,1645.15023695208,-46.1689686826874,-3.33402760525631,3.39831867042713
50000,1597.34586618955,-46.0156247235204,-3.29635146181964,3.29371758533519
52500,1552.86348296999,-45.8580649433101,-3.67942949632214,3.39758109121304
55000,1512.41991506026,-45.6845461421254,-3.80714934829743,3.46845109765524
57500,1473.85756513055,-45.517525310576,-3.80921713181122,3.33393632501231
60000,1439.3665571462,-45.3220493402665,-3.51775873924648,3.35829769929279
62500,1406.2837447626,-45.134554244322,-3.81973093534319,3.39995435872737
65000,1375.53982502178,-44.9391911982694,-3.95918562207804,3.4250531823738
67500,1347.06320432818,-44.7350192008436,-3.92979301206708,3.43135920865913
70000,1319.6223297008,-44.5382733072888,-3.81758243744032,3.45382340414401
72500,1294.3821074015,-44.3311621698559,-3.52429876291135,3.45391840617487
75000,1270.66913921884,-44.1217029800742,-3.88227424894288,3.44887635176138
77500,1247.73378709234,-43.9191125562702,-3.38743835783736,3.68657848948047
80000,1226.30830431834,-43.7105585332454,-3.56286388404925,3.68459838375301
82500,1206.3318385982,-43.4958991428316,-3.61991286349034,3.66907955527251
85000,1186.95177522682,-43.2876484618672,-3.62678801882676,3.66767084441132
87500,1168.13353267022,-43.0854348905353,-3.58404806975059,3.67974675099213
90000,1151.25303230092,-42.8684922698628,-4.23425314256571,3.65884636200627
92500,1134.84513960167,-42.6573479137331,-3.97894468792241,3.65083154462055
95000,1118.8748432834,-42.4518347503347,-3.67558149720469,3.89107976145051
97500,1103.4398165743,-42.2498843573775,-4.21954897098488,3.90506242199785
100000,1089.43323995964,-42.0377435829222,-3.72365726989044,4.13376988109353
125000,974.025548160237,-40.0536148862177,-3.69337867037594,7.37415310605091
150000,893.783161407402,-38.2396755079761,-3.82831542034401,4.02638225226297
175000,835.471390143702,-36.5882736571611,-2.93590063593665,5.16087114372913
200000,790.595615643914,-35.1079381270174,-3.08683527623784,6.28899971006353
225000,755.331474867979,-33.7738200624471,-3.13352824813207,7.62075494477117
250000,727.039047822942,-32.5772430026272,-3.02060147151903,8.52510141021837
275000,703.815107006044,-31.5056591038793,-3.01000827959977,9.85746431661525
300000,684.422178064951,-30.5416904362047,-3.00659776882563,10.9414062826181
325000,667.916901557992,-29.6740566373008,-3.00682590830711,12.3813763726611
350000,653.60733459993,-28.8878530721262,-3.12001783342172,13.458435496813
375000,641.345811561267,-28.1775619617712,-3.06452277140277,14.4709537585377
400000,630.671369328816,-27.5387412228449,-3.06477059387588,15.3919207437434
425000,620.981364000222,-26.9495152456192,-3.06267419641451,16.881621818258
450000,612.748402403711,-26.4296927819878,-3.14184378462161,17.8953755573396
475000,605.048868268657,-25.9424822241048,-3.13216547046379,19.0516935943487
500000,598.437236524906,-25.5159881587495,-3.10187306907691,20.0501275001383
525000,592.152133645675,-25.1105534400939,-3.01406772689348,21.5469302697841
550000,586.712953979551,-24.7591259227048,-3.11686420018705,22.8567274158706
575000,581.515597104261,-24.4233226700481,-3.17865986532162,24.2527306790743
600000,576.85844069612,-24.1293858027924,-3.14488928722062,24.9877301149316
625000,572.542592281192,-23.8605169697618,-3.22376151008578,26.2379770635134
650000,568.429610821972,-23.6051924978295,-3.26696372329635,27.1346759761371
675000,564.840691484226,-23.3924362017595,-3.21494339723597,28.6094023898893
700000,561.382307617175,-23.1874182359882,-3.31640169813144,29.7032561619927
725000,558.104332058254,-22.9972903311989,-3.2065094129887,30.8614198846307
750000,555.166791709909,-22.8434957762691,-3.39235137463551,32.1469876948424
775000,552.325581712235,-22.694744584715,-3.38105257226614,33.4647722355514
800000,549.575052898317,-22.5507870492201,-3.53453945903124,34.37036158562
825000,547.139440624467,-22.445944746305,-3.44712114959343,35.4003577755979
850000,544.776544160367,-22.3442325363995,-3.71224790355146,36.4489248987731
875000,542.482147184182,-22.2454689255541,-3.59787928821763,37.5153652794767
900000,540.329296974095,-22.1647618080679,-3.6405027704518,38.6413437790716
925000,538.329514511082,-22.104950368992,-3.65398607334084,39.8324819645073
950000,536.383065988299,-22.0467340932781,-3.65726199345174,40.5807683597268
975000,534.487180331381,-21.9900301009386,-3.83785063954212,41.7918031887839
1000000,532.691157201332,-21.9546554133079,-3.81249857898291,42.60898309357
